create,cat,sub-cat,urgency,impact,assign,cmt-resolve,resolve,cmt-close
1634,64,248,490,1673,9627,176,213,-1
1379,83,744,60,1473,12217,237,308,371
1669,41,750,57,1398,11674,-1,129,498
1633,53,748,-1,-1,12591,-1,296,530
1361,58,549,-1,-1,10080,-1,261,572
1377,61,715,57,1475,10643,165,288,486
1024,62,730,53,2043,9143,-1,201,588
1345,-1,-1,70,1623,7901,248,380,483
1540,-1,-1,57,1478,14920,241,134,-1
1017,-1,-1,63,1296,12158,218,258,446
2080,73,831,-1,-1,12654,227,300,466
1630,67,759,-1,-1,8206,244,178,-1
1333,44,595,55,1777,3645,221,326,528
1225,-1,-1,-1,-1,11791,238,247,-1
1107,53,548,63,1500,8664,232,221,484
1146,65,886,63,1556,12815,239,299,-1
1443,-1,-1,-1,-1,12627,229,165,-1
1556,75,453,59,1305,8861,-1,209,422
"<p style=""background-color:yellow;"">1717</p>","<p style=""background-color:yellow;"">-1</p>","<p style=""background-color:yellow;"">-1</p>","<p style=""background-color:yellow;"">56</p>","<p style=""background-color:yellow;"">1665</p>","<p style=""background-color:yellow;"">8840</p>","<p style=""background-color:yellow;"">-1</p>","<p style=""background-color:yellow;"">349</p>","<p style=""background-color:yellow;"">-1</p>"
1233,41,636,59,1250,8244,-1,295,-1
1282,73,496,61,1629,9226,224,211,536
"<p style=""background-color:yellow;"">1050</p>","<p style=""background-color:yellow;"">-1</p>","<p style=""background-color:yellow;"">-1</p>","<p style=""background-color:yellow;"">53</p>","<p style=""background-color:yellow;"">1809</p>","<p style=""background-color:yellow;"">43104</p>","<p style=""background-color:yellow;"">209</p>","<p style=""background-color:yellow;"">160</p>","<p style=""background-color:yellow;"">-1</p>"
1815,68,1033,59,1636,11342,211,297,548
1262,74,401,63,1076,13034,227,218,-1
"<p style=""background-color:yellow;"">1571</p>","<p style=""background-color:yellow;"">-1</p>","<p style=""background-color:yellow;"">-1</p>","<p style=""background-color:yellow;"">-1</p>","<p style=""background-color:yellow;"">-1</p>","<p style=""background-color:yellow;"">7901</p>","<p style=""background-color:yellow;"">-1</p>","<p style=""background-color:yellow;"">151</p>","<p style=""background-color:yellow;"">502</p>"
1760,42,775,59,1580,9773,195,255,505
1400,60,730,-1,-1,8944,220,308,442
1152,31,600,60,1746,8812,220,383,-1
1037,68,795,-1,-1,11409,-1,237,498
1306,85,501,54,1518,10736,259,199,524
1330,82,672,65,1289,8248,-1,268,422
"<p style=""background-color:yellow;"">1368</p>","<p style=""background-color:yellow;"">-1</p>","<p style=""background-color:yellow;"">-1</p>","<p style=""background-color:yellow;"">-1</p>","<p style=""background-color:yellow;"">-1</p>","<p style=""background-color:yellow;"">12039</p>","<p style=""background-color:yellow;"">203</p>","<p style=""background-color:yellow;"">357</p>","<p style=""background-color:yellow;"">-1</p>"
1661,61,685,53,6567,11156,-1,321,476
1783,-1,-1,-1,-1,10283,-1,182,515
1375,52,1330,51,1410,12071,-1,251,-1
1334,-1,-1,57,1477,10620,257,293,471
1815,53,1113,60,1333,12839,-1,177,508
1473,43,664,-1,-1,9221,273,310,484
1171,71,876,58,1332,11179,223,319,509
1390,-1,-1,60,1825,10547,250,315,498
1362,67,791,-1,-1,13062,250,124,462
894,61,508,69,1417,6796,198,195,483
1155,70,823,-1,-1,9614,220,205,516
1508,43,721,54,1426,11092,277,268,460
1620,74,458,63,1216,12119,260,285,-1
1262,-1,-1,57,1483,15277,188,221,-1
1352,-1,-1,69,1641,11729,317,128,385
1125,52,601,58,1374,10284,-1,276,562
1371,74,554,62,1595,10080,51,269,-1
1690,76,1095,62,1675,9948,247,242,-1
1461,92,966,-1,-1,13953,237,234,475
1196,57,674,-1,-1,12372,278,185,497
"<p style=""background-color:yellow;"">1402</p>","<p style=""background-color:yellow;"">86</p>","<p style=""background-color:yellow;"">1181</p>","<p style=""background-color:yellow;"">-1</p>","<p style=""background-color:yellow;"">-1</p>","<p style=""background-color:yellow;"">10123</p>","<p style=""background-color:yellow;"">-1</p>","<p style=""background-color:yellow;"">253</p>","<p style=""background-color:yellow;"">523</p>"
1064,61,656,56,1544,13298,-1,216,550
1064,59,865,52,1356,7722,219,243,439
1293,70,1105,-1,-1,10591,246,268,504
1307,49,807,-1,-1,12462,-1,259,-1
1378,60,909,68,1483,11314,-1,147,487
1309,75,813,61,1580,12474,276,255,434
1583,61,901,54,1210,9847,-1,191,-1
1631,-1,-1,69,1471,10119,276,150,562
1020,-1,-1,71,1681,11117,228,275,506
938,56,664,59,1300,6736,-1,126,426
"<p style=""background-color:yellow;"">1802</p>","<p style=""background-color:yellow;"">-1</p>","<p style=""background-color:yellow;"">-1</p>","<p style=""background-color:yellow;"">-1</p>","<p style=""background-color:yellow;"">-1</p>","<p style=""background-color:yellow;"">11640</p>","<p style=""background-color:yellow;"">170</p>","<p style=""background-color:yellow;"">320</p>","<p style=""background-color:yellow;"">593</p>"
1764,57,661,61,1341,6616,260,300,405
1397,-1,-1,105,1742,10221,293,340,571
1428,68,850,61,1651,12131,234,252,-1
1542,36,692,70,1626,9880,246,255,466
1367,-1,-1,-1,-1,11127,211,207,-1
1116,75,534,-1,-1,10496,235,275,376
1595,70,632,62,1513,14541,254,217,530
1656,55,708,50,1197,14802,-1,181,396
1212,59,1183,55,1564,12352,-1,226,509
1392,-1,-1,60,1230,12234,232,251,380
1665,76,1027,54,1317,9406,-1,257,578
"<p style=""background-color:yellow;"">1534</p>","<p style=""background-color:yellow;"">63</p>","<p style=""background-color:yellow;"">3795</p>","<p style=""background-color:yellow;"">-1</p>","<p style=""background-color:yellow;"">-1</p>","<p style=""background-color:yellow;"">10735</p>","<p style=""background-color:yellow;"">259</p>","<p style=""background-color:yellow;"">135</p>","<p style=""background-color:yellow;"">-1</p>"
1433,46,530,54,1562,7529,242,211,480
1673,56,859,64,1467,13218,-1,192,529
1702,48,659,-1,-1,13352,249,193,449
1360,55,735,65,1651,13169,269,229,476
990,-1,-1,-1,-1,11887,267,200,562
1223,-1,-1,58,1494,10489,258,275,-1
1359,45,946,-1,-1,10516,235,375,542
1243,55,870,-1,-1,13895,214,237,-1
1567,-1,-1,61,1564,12699,-1,334,-1
1250,65,689,55,4428,14760,-1,280,413
1142,45,579,58,1385,7978,-1,221,452
"<p style=""background-color:yellow;"">1268</p>","<p style=""background-color:yellow;"">-1</p>","<p style=""background-color:yellow;"">-1</p>","<p style=""background-color:yellow;"">-1</p>","<p style=""background-color:yellow;"">-1</p>","<p style=""background-color:yellow;"">8389</p>","<p style=""background-color:yellow;"">274</p>","<p style=""background-color:yellow;"">300</p>","<p style=""background-color:yellow;"">1090</p>"
900,84,952,57,1557,12568,219,239,442
1636,49,879,-1,-1,11802,255,225,-1
1642,71,675,55,1177,9158,-1,316,601
1525,56,733,65,1400,10613,256,281,480
1311,45,830,72,1569,15202,210,266,588
1262,-1,-1,-1,-1,10590,287,261,-1
1211,58,572,-1,-1,13636,214,202,589
1246,71,389,57,1232,10074,-1,234,421
1596,86,885,62,1548,11163,-1,324,-1
1656,62,323,57,1763,5624,245,345,-1
1646,59,822,66,1544,10129,217,195,368
1145,51,650,70,1134,9173,202,400,488
1782,-1,-1,-1,-1,13742,239,233,491
1264,65,842,-1,-1,8875,232,338,433
1651,-1,-1,65,1666,10084,-1,251,-1
1669,67,775,69,1675,6317,248,333,402
1223,64,777,61,1715,7631,-1,265,464
1601,68,802,68,1452,10759,263,190,425
1312,-1,-1,60,1068,11688,-1,151,-1
1514,-1,-1,60,1232,9067,215,227,462
1332,68,799,62,1437,11634,240,229,-1
1325,63,959,59,1099,10250,201,183,436
1417,63,519,52,1255,15667,-1,262,-1
1501,57,635,69,1287,9854,205,338,370
1345,63,984,65,1499,12410,-1,213,509
1373,-1,-1,67,1400,13840,-1,293,512
"<p style=""background-color:yellow;"">1288</p>","<p style=""background-color:yellow;"">-1</p>","<p style=""background-color:yellow;"">-1</p>","<p style=""background-color:yellow;"">-1</p>","<p style=""background-color:yellow;"">-1</p>","<p style=""background-color:yellow;"">10487</p>","<p style=""background-color:yellow;"">-1</p>","<p style=""background-color:yellow;"">128</p>","<p style=""background-color:yellow;"">-1</p>"
1523,-1,-1,65,1261,14420,341,249,-1
1434,53,871,54,1054,12503,208,240,566
1182,80,711,-1,-1,13660,281,332,526
1417,48,617,54,1599,13600,271,170,-1
1422,54,633,-1,-1,10756,309,198,-1
1605,-1,-1,54,1333,11568,273,149,-1
1537,-1,-1,62,1207,12352,220,179,450
1204,68,785,57,1266,10098,196,278,485
1461,54,778,-1,-1,12441,213,162,481
1524,52,499,59,1251,11899,-1,90,457
1507,-1,-1,-1,-1,10668,235,346,420
1200,-1,-1,-1,-1,11697,216,132,511
1585,72,927,61,1401,11328,-1,312,-1
1506,49,709,-1,-1,8776,247,252,-1
1445,-1,-1,63,1335,12946,246,188,471
1204,66,681,-1,-1,9856,274,279,439
912,61,577,69,1315,11947,252,299,-1
1138,69,582,52,1302,8604,-1,316,-1
1545,67,389,57,1465,13003,-1,187,-1
1132,43,585,57,1191,8943,-1,181,536
1606,-1,-1,54,1441,12014,258,214,479
1622,48,815,67,1589,9891,217,102,-1
1567,83,641,63,1400,11441,287,210,-1
1800,67,915,60,1598,11609,219,180,604
993,52,639,58,1630,12563,252,253,-1
1517,52,621,58,1155,14077,-1,319,-1
1669,43,786,62,1334,9844,290,262,533
1852,57,754,-1,-1,14792,206,273,-1
1269,-1,-1,59,1668,8267,240,190,421
1331,47,659,-1,-1,11306,213,284,507
"<p style=""background-color:yellow;"">1594</p>","<p style=""background-color:yellow;"">-1</p>","<p style=""background-color:yellow;"">-1</p>","<p style=""background-color:yellow;"">-1</p>","<p style=""background-color:yellow;"">-1</p>","<p style=""background-color:yellow;"">14995</p>","<p style=""background-color:yellow;"">213</p>","<p style=""background-color:yellow;"">233</p>","<p style=""background-color:yellow;"">-1</p>"
1610,71,820,59,1554,8409,236,166,574
1487,59,661,58,1541,9345,-1,140,-1
"<p style=""background-color:yellow;"">780</p>","<p style=""background-color:yellow;"">34</p>","<p style=""background-color:yellow;"">779</p>","<p style=""background-color:yellow;"">-1</p>","<p style=""background-color:yellow;"">-1</p>","<p style=""background-color:yellow;"">10264</p>","<p style=""background-color:yellow;"">-1</p>","<p style=""background-color:yellow;"">154</p>","<p style=""background-color:yellow;"">424</p>"
1173,84,1038,66,1439,11033,221,279,517
1335,66,821,66,1393,12363,238,313,561
1325,61,651,64,1476,7183,254,350,479
785,68,670,65,1219,9059,203,220,578
1258,-1,-1,52,1566,10504,179,222,451
1276,75,132,52,1585,9445,-1,267,-1
1354,67,662,62,1518,11836,214,182,-1
1410,58,933,60,1511,11161,216,240,-1
1324,73,648,63,1495,11057,220,336,368
1045,85,659,65,1485,6954,-1,294,439
1258,58,775,-1,-1,13597,229,70,491
1225,59,418,-1,-1,10609,220,181,556
1149,43,771,-1,-1,8281,243,266,529
1340,66,291,56,1498,5397,-1,236,440
1957,58,744,62,1485,10960,-1,211,502
1478,-1,-1,-1,-1,11098,211,206,432
1621,-1,-1,63,1292,9120,276,115,443
1314,59,880,66,1591,11255,-1,244,581
1693,66,496,-1,-1,8789,239,202,403
1446,57,752,70,1430,12574,235,261,499
1287,56,833,63,1367,12129,268,107,549
1409,57,825,64,1207,12471,-1,309,-1
1330,-1,-1,-1,-1,11874,149,273,445
1400,69,1068,66,1470,8059,252,346,556
1427,-1,-1,61,1418,9778,-1,256,461
1493,69,978,63,1462,11904,-1,228,497
1490,59,751,-1,-1,10904,262,364,416
1550,78,532,70,1726,12283,224,364,477
1293,63,909,57,1193,10850,279,139,395
1294,80,740,55,1435,9267,-1,263,487
1339,-1,-1,-1,-1,12185,292,238,531
1327,47,661,-1,-1,10301,-1,269,-1
1538,-1,-1,55,1363,11564,199,124,-1
1843,87,825,67,1673,11677,257,338,552
1284,77,724,55,1466,9863,232,197,537
1673,83,783,58,1381,9303,235,280,539
1193,68,743,58,1223,6921,264,226,530
"<p style=""background-color:yellow;"">1738</p>","<p style=""background-color:yellow;"">75</p>","<p style=""background-color:yellow;"">801</p>","<p style=""background-color:yellow;"">-1</p>","<p style=""background-color:yellow;"">-1</p>","<p style=""background-color:yellow;"">7176</p>","<p style=""background-color:yellow;"">-1</p>","<p style=""background-color:yellow;"">220</p>","<p style=""background-color:yellow;"">-1</p>"
1320,45,594,59,1451,10946,232,252,546
1094,240,771,61,2120,11793,195,303,567
1788,66,907,61,1576,9084,-1,289,-1
1221,63,635,55,1456,11909,290,171,461
1157,47,604,62,1239,11955,187,260,-1
1312,61,765,-1,-1,7255,252,228,447
1320,54,973,55,1753,9098,214,269,473
1029,58,984,62,1599,10657,226,283,-1
1909,51,8142,57,1658,10364,233,189,547
1552,74,822,-1,-1,7079,-1,307,451
1647,64,843,-1,-1,8074,191,213,464
1378,45,807,-1,-1,12263,224,297,474
1779,52,633,57,1593,9920,-1,253,-1
1490,-1,-1,-1,-1,13202,213,253,377
1166,63,630,58,1323,8330,254,273,-1
1363,39,977,-1,-1,11403,276,241,643
1219,35,855,-1,-1,6297,240,290,547
"<p style=""background-color:yellow;"">1755</p>","<p style=""background-color:yellow;"">-1</p>","<p style=""background-color:yellow;"">-1</p>","<p style=""background-color:yellow;"">-1</p>","<p style=""background-color:yellow;"">-1</p>","<p style=""background-color:yellow;"">7548</p>","<p style=""background-color:yellow;"">-1</p>","<p style=""background-color:yellow;"">224</p>","<p style=""background-color:yellow;"">-1</p>"
1370,70,638,69,1146,6782,286,214,515
1636,44,664,-1,-1,9887,-1,365,473
1390,62,642,54,1260,8411,280,249,504
1717,-1,-1,61,1570,10710,281,325,490
1014,65,763,72,1499,11381,-1,154,-1
1122,-1,-1,64,1211,5638,240,327,418
"<p style=""background-color:yellow;"">1545</p>","<p style=""background-color:yellow;"">-1</p>","<p style=""background-color:yellow;"">-1</p>","<p style=""background-color:yellow;"">-1</p>","<p style=""background-color:yellow;"">-1</p>","<p style=""background-color:yellow;"">7604</p>","<p style=""background-color:yellow;"">-1</p>","<p style=""background-color:yellow;"">218</p>","<p style=""background-color:yellow;"">577</p>"
1416,-1,-1,59,1602,9328,-1,340,514
1414,-1,-1,52,1095,11020,281,238,506
1114,56,607,-1,-1,11676,223,153,-1
1369,60,821,59,1401,12363,293,218,-1
1711,62,593,-1,-1,8718,279,215,476
1102,67,973,56,1544,10722,264,176,516
1624,-1,-1,57,1376,13295,283,146,536
1443,60,632,66,1437,12831,219,289,426
1184,-1,-1,67,1787,13868,-1,219,438
1175,49,716,-1,-1,9485,234,317,-1
1776,60,403,60,1390,7921,186,143,484
1425,-1,-1,64,1768,12913,-1,142,435
1295,55,707,61,1544,10827,227,214,473
1288,78,397,55,1210,11199,254,265,442
1086,73,1149,61,1571,8858,-1,204,441
1355,53,724,59,2060,11241,-1,309,-1
1286,56,735,-1,-1,11483,239,106,504
1501,75,595,68,1484,17828,227,255,433
1288,53,489,57,1672,11228,233,120,-1
1628,48,917,59,1185,14880,193,213,418
1773,373,856,54,1531,11383,201,216,506
1510,-1,-1,61,1299,8872,232,226,526
1310,58,766,-1,-1,11384,-1,203,-1
1387,-1,-1,54,1072,14437,-1,178,592
1538,52,959,57,1487,12513,300,297,-1
1664,80,589,65,1768,3284,227,257,519
1103,56,426,-1,-1,12073,-1,191,392
808,58,482,66,1567,9772,250,135,-1
1628,58,770,62,1443,11352,235,131,468
1374,56,843,58,1674,14121,236,224,428
1110,56,610,55,1559,10527,269,969,513
1544,58,655,-1,-1,11883,228,261,433
2002,57,1008,61,1566,8766,218,208,-1
1316,46,833,59,1393,10569,201,265,-1
"<p style=""background-color:yellow;"">1411</p>","<p style=""background-color:yellow;"">-1</p>","<p style=""background-color:yellow;"">-1</p>","<p style=""background-color:yellow;"">-1</p>","<p style=""background-color:yellow;"">-1</p>","<p style=""background-color:yellow;"">8860</p>","<p style=""background-color:yellow;"">-1</p>","<p style=""background-color:yellow;"">239</p>","<p style=""background-color:yellow;"">-1</p>"
1731,-1,-1,-1,-1,11704,209,265,485
1619,49,215,-1,-1,9009,229,277,577
"<p style=""background-color:yellow;"">1579</p>","<p style=""background-color:yellow;"">40</p>","<p style=""background-color:yellow;"">696</p>","<p style=""background-color:yellow;"">-1</p>","<p style=""background-color:yellow;"">-1</p>","<p style=""background-color:yellow;"">17712</p>","<p style=""background-color:yellow;"">249</p>","<p style=""background-color:yellow;"">332</p>","<p style=""background-color:yellow;"">-1</p>"
1279,59,928,-1,-1,10065,280,297,-1
1533,53,732,-1,-1,5898,223,323,509
1593,50,701,52,1742,8224,254,194,426
1554,-1,-1,59,1010,8937,-1,299,-1
1882,51,758,65,1592,10006,179,264,491
1550,54,584,-1,-1,5312,249,209,535
1838,68,960,54,1450,10329,244,188,466
1009,66,506,-1,-1,9597,224,375,513
1605,57,770,60,1559,13186,270,298,371
1469,-1,-1,59,1616,9446,272,305,-1
1420,67,1056,55,1466,9670,268,123,460
"<p style=""background-color:yellow;"">1249</p>","<p style=""background-color:yellow;"">-1</p>","<p style=""background-color:yellow;"">-1</p>","<p style=""background-color:yellow;"">-1</p>","<p style=""background-color:yellow;"">-1</p>","<p style=""background-color:yellow;"">14076</p>","<p style=""background-color:yellow;"">-1</p>","<p style=""background-color:yellow;"">183</p>","<p style=""background-color:yellow;"">-1</p>"
"<p style=""background-color:yellow;"">1309</p>","<p style=""background-color:yellow;"">-1</p>","<p style=""background-color:yellow;"">-1</p>","<p style=""background-color:yellow;"">-1</p>","<p style=""background-color:yellow;"">-1</p>","<p style=""background-color:yellow;"">8010</p>","<p style=""background-color:yellow;"">-1</p>","<p style=""background-color:yellow;"">153</p>","<p style=""background-color:yellow;"">466</p>"
1138,64,870,-1,-1,8585,235,255,448
1665,48,935,-1,-1,8644,-1,277,-1
1620,-1,-1,59,1384,7326,225,242,557
1293,74,924,59,1555,9381,-1,276,626
1432,54,656,54,1172,14312,235,285,432
1269,56,626,60,1588,7067,-1,306,567
1790,39,897,-1,-1,12159,-1,241,449
1439,-1,-1,60,1675,11011,172,314,606
1695,69,595,-1,-1,10324,-1,301,503
1504,-1,-1,65,1396,3285,204,250,-1
1762,41,708,56,1613,13156,318,229,475
1586,37,712,55,1462,11004,-1,247,527
1174,45,419,53,1473,10370,230,327,497
1591,86,687,55,1320,9678,-1,149,524
"<p style=""background-color:yellow;"">1074</p>","<p style=""background-color:yellow;"">42</p>","<p style=""background-color:yellow;"">832</p>","<p style=""background-color:yellow;"">-1</p>","<p style=""background-color:yellow;"">-1</p>","<p style=""background-color:yellow;"">8579</p>","<p style=""background-color:yellow;"">-1</p>","<p style=""background-color:yellow;"">348</p>","<p style=""background-color:yellow;"">459</p>"
1756,69,512,60,1556,13644,214,129,524
1711,65,679,47,1339,11167,227,191,657
1328,-1,-1,-1,-1,11159,252,220,488
1472,49,736,61,1344,10035,272,296,571
1503,-1,-1,-1,-1,13059,221,186,452
1190,59,1013,55,1435,12993,249,176,487
1367,-1,-1,63,1141,9564,218,256,534
